112.7959900,-7.2867298
112.7960510,-7.2866888
112.7960358,-7.2867246
112.7960434,-7.2868791
112.7960052,-7.2869000
112.7960205,-7.2866488
112.7961578,-7.2864976
112.7961578,-7.2863622
112.7959137,-7.2863441
112.7961578,-7.2863417
112.7961197,-7.2864742
112.7960587,-7.2864442
112.7959671,-7.2864289
112.7959061,-7.2864118
112.7960434,-7.2864642
112.7960358,-7.2866154
112.7960739,-7.2870264
112.7961502,-7.2870927
112.7961960,-7.2871184
112.7961960,-7.2871451
112.7961731,-7.2871447
112.7961731,-7.2871189
112.7961349,-7.2871418
112.7960968,-7.2870722
112.7961502,-7.2870336
112.7962112,-7.2870097
112.7962112,-7.2869730
112.7961731,-7.2869711
112.7961121,-7.2869663
112.7960815,-7.2869358
112.7959824,-7.2868342
112.7959290,-7.2868304
