-81.0162963867,29.1519203186
-81.0163421631,29.1519031525
-81.0164260864,29.1518802643
-81.0165100098,29.1518325806
-81.0165557861,29.1518344879
-81.0164871216,29.1518974304
-81.0164337158,29.1519355774
-81.0164794922,29.1519927979
-81.0164871216,29.1520271301
-81.0165252686,29.1521377563
-81.0165710449,29.1521320343
-81.0164871216,29.1520328522
-81.0164642334,29.1519813538
-81.0165252686,29.1519832611
-81.0166015625,29.1519832611
-81.0166473389,29.1519870758
-81.0166854858,29.1519775391
-81.0167160034,29.1519699097
-81.0167312622,29.1519451141
-81.0167007446,29.1519508362
-81.0167083740,29.1519660950
-81.0167770386,29.1519336700
-81.0167770386,29.1518859863
-81.0167312622,29.1518898010
-81.0166625977,29.1518898010
-81.0166244507,29.1518878937
-81.0165557861,29.1519165039
-81.0165252686,29.1519279480
-81.0165481567,29.1519660950
-81.0166015625,29.1519870758
-81.0165863037,29.1520099640
-81.0165405273,29.1520385742
-81.0165481567,29.1520862579
-81.0166168213,29.1521129608
-81.0164184570,29.1519775391
-81.0162811279,29.1518974304
-81.0162353516,29.1518974304
0.0000000000,0.0000000000
